Residuals	lipocalin2_pg_ml_scaled	number_of_pups_scaled	weight_grams_scaled	genotype
GO:0004134|[MF] 4-alpha-glucanotransferase activity	0.902849371456307	0.067587842053231	0.00649493029065405	0.0230678561998077	0
GO:0004135|[MF] amylo-alpha-1,6-glucosidase activity	0.955104197135083	0.000418795619426023	0.000717457201094874	0.0437595500443958	0
GO:0004136|[MF] deoxyadenosine kinase activity	0.845734025018031	0.00624642868199547	0.0839501110271629	0.00360906574445715	0.0604603695283532
GO:0004138|[MF] deoxyguanosine kinase activity	0.904600577182513	0.000606120685993324	0.0899243091282493	0.00486899300324462	0
GO:0004139|[MF] deoxyribose-phosphate aldolase activity	0.801456927319344	0.00316023441537347	0.00940167397771822	0.011341606184987	0.174639558102577
GO:0004140|[MF] dephospho-CoA kinase activity	0.747780947442193	0.237781827412823	0.00583467145034236	0.00860255369464168	0
GO:0004141|[MF] dethiobiotin synthase activity	0.670904482768551	0.0930493472893991	0.205245576641004	0.0308005933010456	0
GO:0004143|[MF] diacylglycerol kinase activity	0.814397223256879	0.162694493765809	0.0197894414034983	0.00311884157381415	0
GO:0004146|[MF] dihydrofolate reductase activity	0.842882729390859	0.0760965558807893	0.0486744655393931	0.0323462491889589	0
GO:0004148|[MF] dihydrolipoyl dehydrogenase activity	0.749128356996167	0.0362723112192727	0.093496031199097	0.121103300585463	0
GO:0004150|[MF] dihydroneopterin aldolase activity	0.893037139323161	0.00274536663938935	0.0202995278371661	0.00733058003288178	0.0765873861674018
GO:0004151|[MF] dihydroorotase activity	0.758278378789575	0.116942613213969	0.00609514739329297	0.000565746258125994	0.118118114345037
GO:0004152|[MF] dihydroorotate dehydrogenase activity	0.929021511367509	0.0377188952165185	0.0149491152023997	0.0183104782135732	0
GO:0004156|[MF] dihydropteroate synthase activity	0.460181218457147	0.230986032989353	0.307584667483291	0.00124808107020802	0
GO:0004160|[MF] dihydroxy-acid dehydratase activity	0.76102051920546	0.176167139761189	0.0626794338850386	0.000132907148313031	0
GO:0004163|[MF] diphosphomevalonate decarboxylase activity	0.957924071776215	0.000237104546559931	0.0329135350819472	0.00892528859527782	0
GO:0004170|[MF] dUTP diphosphatase activity	0.936377146113213	0.000499658103494996	0.052831618361234	0.0102915774220581	0
GO:0004176|[MF] ATP-dependent peptidase activity	0.858790817656065	0.0523965885884183	0.0869910151506743	0.00182157860484268	0
GO:0004177|[MF] aminopeptidase activity	0.835237452566637	0.0252060982329797	0.010135789048388	0.0230076036744239	0.106413056477571
GO:0004180|[MF] carboxypeptidase activity	0.730953299132954	0.114606079354908	6.09394238303281e-05	0.0344265305367691	0.119953151551539
GO:0004181|[MF] metallocarboxypeptidase activity	0.835380081065639	0.00838864150655961	5.02749078916175e-05	0.15618100251991	0
GO:0004185|[MF] serine-type carboxypeptidase activity	0.975300755181362	0.00439106126885308	0.0202903784379228	1.78051118625953e-05	0
GO:0004190|[MF] aspartic-type endopeptidase activity	0.715642238598962	0.17812995250231	0.0488363557204687	0.0573914531782596	0
GO:0004197|[MF] cysteine-type endopeptidase activity	0.89421000862405	0.00122038594796841	0.0151165943587587	0.0894530110692227	0
GO:0004222|[MF] metalloendopeptidase activity	0.802816883951295	0.0578520092281284	0.0390024423726308	0.0515011152382312	0.048827549209715
GO:0004252|[MF] serine-type endopeptidase activity	0.845587625852865	0.0778338145543798	0.0571053276367086	0.0174097624521954	0.00206346950385095
GO:0004298|[MF] threonine-type endopeptidase activity	0.855610783206246	0.0907741533670006	0.0420918678927261	0.0115231955340274	0
GO:0004308|[MF] exo-alpha-sialidase activity	0.977743563335655	0.0014402658797797	0.00259115246878284	0.0182250183157822	0
GO:0004314|[MF] [acyl-carrier-protein] S-malonyltransferase activity	0.914633605213358	0.00500547784131389	0.0077651892102997	0.0112627019648611	0.0613330257701668
GO:0004315|[MF] 3-oxoacyl-[acyl-carrier-protein] synthase activity	0.834205847278923	0.122604187530949	0.0339915538957182	0.00919841129440955	0
GO:0004316|[MF] 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	0.904992898112515	0.0175146076537752	0.0181924716784492	0.0593000225552602	0
GO:0004318|[MF] enoyl-[acyl-carrier-protein] reductase (NADH) activity	0.888157798438336	4.2956615711752e-05	0.00283615472443746	0.108963090221515	0
GO:0004322|[MF] ferroxidase activity	0.76921592541182	0.0104033718768188	0.199782171667054	0.0205985310443064	0
GO:0004324|[MF] ferredoxin-NADP+ reductase activity	0.844652155927136	0.0029968934679683	0.0338269124073895	0.00447345166878589	0.114050586528721
GO:0004325|[MF] ferrochelatase activity	0.905713385848598	0.0700200883267544	8.09419608406282e-05	0.0241855838638067	0
GO:0004326|[MF] tetrahydrofolylpolyglutamate synthase activity	0.57968454809391	0.30057722574141	0.0968121365512464	0.0229260896134336	0
GO:0004329|[MF] formate-tetrahydrofolate ligase activity	0.938183614580394	0.0331044052318666	0.027194729256518	0.00151725093122166	0
GO:0004332|[MF] fructose-bisphosphate aldolase activity	0.879009896701578	0.00451099334720414	0.0716007362075682	0.00771742991056425	0.037160943833085
GO:0004333|[MF] fumarate hydratase activity	0.706179193117817	0.093801171299267	0.115298994997872	0.0847206405850437	0
GO:0004335|[MF] galactokinase activity	0.89946399020674	0.00172302115031703	0.0178379448565799	0.00661741137860588	0.0743576324077572
GO:0004337|[MF] geranyltranstransferase activity	0.986457816004913	0.00593194718248524	0.00676584206406179	0.000407387686484902	0.000437007062055285
GO:0004339|[MF] glucan 1,4-alpha-glucosidase activity	0.815555288527999	0.0888164042895946	0.00248401758028792	0.0931442896021188	0
GO:0004340|[MF] glucokinase activity	0.898012594300331	0.0636596760103601	0.00934301221767075	0.0289847174716379	0
GO:0004342|[MF] glucosamine-6-phosphate deaminase activity	0.736194925322464	0.00203174390185973	0.00355796511375394	0.243695677639529	0.014519688022393
GO:0004345|[MF] glucose-6-phosphate dehydrogenase activity	0.575267594434412	0.137351831481531	0.103670821953193	0.00997737508272075	0.173732377048143
GO:0004347|[MF] glucose-6-phosphate isomerase activity	0.900083919450242	7.44274738404616e-05	0.0126539313762709	0.00186451390795482	0.0853232077916921
GO:0004348|[MF] glucosylceramidase activity	0.836996540607516	0.00873264119379378	0.0127106883783485	0.141560129820342	0
GO:0004349|[MF] glutamate 5-kinase activity	0.686938378255785	0.278120109500587	0.0317628697546507	0.00317864248897773	0
GO:0004350|[MF] glutamate-5-semialdehyde dehydrogenase activity	0.78577297821865	0.149523938187756	0.0566984024262699	0.00800468116732473	0
GO:0004351|[MF] glutamate decarboxylase activity	0.806677659060353	0.0427526988814241	0.0895746373401426	0.00512251608657047	0.0558724886315099
GO:0004352|[MF] glutamate dehydrogenase (NAD+) activity	0.860117720462089	0.0742871444831786	0.0485773435314448	0.0170177915232871	0
GO:0004353|[MF] glutamate dehydrogenase [NAD(P)+] activity	0.817450158539811	0.0636766605297011	0.078801111904429	0.040072069026059	0
GO:0004355|[MF] glutamate synthase (NADPH) activity	0.769431876103068	0.000330626305857659	0.221485946583909	0.00875155100716561	0
GO:0004356|[MF] glutamate-ammonia ligase activity	0.798835562431691	0.0243091136785904	0.073565389870754	0.0488646285966461	0.0544253054223186
GO:0004357|[MF] glutamate-cysteine ligase activity	0.856325165089833	0.00781537358084176	0.0195379259237423	0.116321535405583	0
GO:0004358|[MF] glutamate N-acetyltransferase activity	0.757746595799295	0.196772801699711	0.038689009340582	0.006791593160412	0
GO:0004359|[MF] glutaminase activity	0.857898993255674	0.000346140777081122	0.114802406538923	0.00880211857382158	0.0181503408545002
GO:0004360|[MF] glutamine-fructose-6-phosphate transaminase (isomerizing) activity	0.837002442431909	0.100042301910965	0.062714048858261	0.000241206798864405	0
GO:0004362|[MF] glutathione-disulfide reductase activity	0.835864941342151	5.26899636816193e-05	0.0980259827543765	0.0176012244472118	0.0484551614925791
GO:0004365|[MF] glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	0.868756340232042	0.0029427426113275	0.0459063923767439	0.0823945247798863	0
GO:0004367|[MF] glycerol-3-phosphate dehydrogenase [NAD+] activity	0.764504293952231	4.75158640304647e-05	0.00391230603763835	0.00781482968596646	0.223721054460133
GO:0004368|[MF] glycerol-3-phosphate dehydrogenase activity	0.728693205835206	0.13625041318695	0.132878801393745	0.00217757958409924	0
GO:0004370|[MF] glycerol kinase activity	0.733328002718282	0.15144993148281	0.106806877485399	0.00841518831350917	0
GO:0004371|[MF] glycerone kinase activity	0.826820625188732	0.102410390770018	0.067402758908083	0.00336622513316739	0
GO:0004372|[MF] glycine hydroxymethyltransferase activity	0.878662224771369	0.0936759252601003	0.0112143640410157	0.0164474859275153	0
GO:0004373|[MF] glycogen (starch) synthase activity	0.906287965951195	0.0480476412269122	0.0449063724938501	0.000758020328042238	0
GO:0004375|[MF] glycine dehydrogenase (decarboxylating) activity	0.791658288448478	0.068061699806714	0.00179802405404756	0.138481987690761	0
GO:0004385|[MF] guanylate kinase activity	0.916232308410669	0.0144544421202629	0.00118709409571147	0.0096395132094055	0.0584866421639514
GO:0004386|[MF] helicase activity	0.753966716333038	0.0123053610662281	0.0252140327968125	0.0295610614221572	0.178952828381764
GO:0004397|[MF] histidine ammonia-lyase activity	0.810228242411516	0.00136872309341849	0.0170517068169542	0.171351327678111	0
GO:0004399|[MF] histidinol dehydrogenase activity	0.742383034252591	0.173176768927068	0.0654984634707806	0.018941733349561	0
GO:0004400|[MF] histidinol-phosphate transaminase activity	0.715461845583889	0.123032873862345	0.0954731910917233	0.066032089462043	0
GO:0004401|[MF] histidinol-phosphatase activity	0.732909806417246	0.127058221244265	0.127434558043811	0.0125974142946778	0
GO:0004402|[MF] histone acetyltransferase activity	0.957842387322984	0.00625502904612964	0.00720186089609456	0.028700722734792	0
GO:0004412|[MF] homoserine dehydrogenase activity	0.804453546375297	0.126214733756699	0.0686743804617587	0.000657339406245347	0
GO:0004413|[MF] homoserine kinase activity	0.811464747096129	0.0352155673145658	0.146718765874761	0.00660091971454427	0
GO:0004414|[MF] homoserine O-acetyltransferase activity	0.732335313409608	0.09378372964949	0.155727575597005	0.0181533813438971	0
GO:0004416|[MF] hydroxyacylglutathione hydrolase activity	0.867598746110211	0.0979979126237222	0.0342675775088001	0.000135763757267176	0
GO:0004417|[MF] hydroxyethylthiazole kinase activity	0.918204731496718	0.0742040780971126	0.0011309900740401	0.00646020033212889	0
GO:0004418|[MF] hydroxymethylbilane synthase activity	0.669135098179344	0.196851610269128	0.120563542389867	0.0134497491616618	0
GO:0004419|[MF] hydroxymethylglutaryl-CoA lyase activity	0.916223561031826	0.0105680817512578	0.0124034813058611	0.0608048759110554	0
GO:0004420|[MF] hydroxymethylglutaryl-CoA reductase (NADPH) activity	0.560702487049529	0.00853106229757848	0.426464860152961	0.00430159049993173	0
GO:0004421|[MF] hydroxymethylglutaryl-CoA synthase activity	0.838496535254774	0.0508724100313389	0.107148370134929	0.00348268457895751	0
GO:0004422|[MF] hypoxanthine phosphoribosyltransferase activity	0.908382236933326	0.0544202573736357	0.0102986198254161	0.0249206035336216	0.00197828233400106
GO:0004424|[MF] imidazoleglycerol-phosphate dehydratase activity	0.838223036426086	0.141816688286005	0.0199359103798033	2.43649081051243e-05	0
GO:0004425|[MF] indole-3-glycerol-phosphate synthase activity	0.845258773552339	0.0646359058201975	0.0706120341700955	0.0194932864573684	0
GO:0004427|[MF] inorganic diphosphatase activity	0.944278963610944	0.0257349083321446	0.0136894618070358	0.0162966662498753	0
GO:0004450|[MF] isocitrate dehydrogenase (NADP+) activity	0.748130786806039	0.131576389017916	0.105868268782807	0.0144245553932382	0
GO:0004452|[MF] isopentenyl-diphosphate delta-isomerase activity	0.607137473971845	0.0658048435917327	0.0858597110666941	0.0604367025071394	0.180761268862588
GO:0004455|[MF] ketol-acid reductoisomerase activity	0.851354680363775	0.0249389794935032	6.30772046016838e-05	0.12364326293812	0
GO:0004459|[MF] L-lactate dehydrogenase activity	0.790207446426256	0.184939389068844	1.54553511920547e-05	0.00185074348534285	0.0229869656683656
GO:0004462|[MF] lactoylglutathione lyase activity	0.918581920042352	0.0531484079782702	0.00337436764907976	0.0248953043302981	0
GO:0004467|[MF] long-chain fatty acid-CoA ligase activity	0.835327097159715	0.00844520539221926	0.0560428999916905	0.0947665667053592	0.0054182307510161
GO:0004471|[MF] malate dehydrogenase (decarboxylating) (NAD+) activity	0.7752430770115	0.142158473884112	0.0792049318610261	0.003393517243362	0
GO:0004473|[MF] malate dehydrogenase (decarboxylating) (NADP+) activity	0.763148571875269	0.136681221247435	0.0735539683441537	0.0266162385331429	0
GO:0004475|[MF] mannose-1-phosphate guanylyltransferase activity	0.828479702879022	0.0125195534033394	0.141863866359505	0.0171368773581338	0
GO:0004476|[MF] mannose-6-phosphate isomerase activity	0.891026667138178	0.0141305905006631	0.0290470346194483	0.026171466504017	0.0396242412376932
GO:0004477|[MF] methenyltetrahydrofolate cyclohydrolase activity	0.645124456955281	0.0287860648338991	0.0520293319022481	0.0802009200194966	0.193859226289075
GO:0004478|[MF] methionine adenosyltransferase activity	0.911251294804745	0.00610706834157701	0.0408675982393309	0.00225189558332127	0.0395221430310255
GO:0004479|[MF] methionyl-tRNA formyltransferase activity	0.62626625020788	0.188975615832896	0.180499572944834	0.00425856101439012	0
GO:0004488|[MF] methylenetetrahydrofolate dehydrogenase (NADP+) activity	0.679164966219307	0.0176297096405891	0.073524828943603	0.0928454268528249	0.136835068343676
GO:0004489|[MF] methylenetetrahydrofolate reductase (NAD(P)H) activity	0.844895855286855	0.0411820071322146	0.112769914572694	0.00115222300823606	0
GO:0004491|[MF] methylmalonate-semialdehyde dehydrogenase (acylating) activity	0.865944098300866	0.000101990565125909	0.110653218489855	0.0233006926441532	0
GO:0004492|[MF] methylmalonyl-CoA decarboxylase activity	0.87298175334134	0.00249150146931242	0.00107882290430594	0.123447922285042	0
GO:0004494|[MF] methylmalonyl-CoA mutase activity	0.823355063855677	0.111895698800403	0.0182392260611878	0.0465100112827328	0
GO:0004496|[MF] mevalonate kinase activity	0.820519570381736	0.00836393142276327	0.0609314202838308	0.00538838967298119	0.104796688238689
GO:0004497|[MF] monooxygenase activity	0.900477529956816	0.00984367069836749	0.00257575478142714	0.0871030445633891	0
GO:0004512|[MF] inositol-3-phosphate synthase activity	0.792895296813725	0.10075347857983	0.106318271157077	3.29534493690482e-05	0
GO:0004514|[MF] nicotinate-nucleotide diphosphorylase (carboxylating) activity	0.834241543064301	0.129274419303455	0.0253742780225259	0.0111097596097173	0
GO:0004515|[MF] nicotinate-nucleotide adenylyltransferase activity	0.803661366505596	0.191950720961991	0.00263676300587833	0.00175114952653428	0
GO:0004516|[MF] nicotinate phosphoribosyltransferase activity	0.790770384334501	0.158970777960501	0.0197167972264578	0.0305420404785405	0
GO:0004518|[MF] nuclease activity	0.716627615087277	0.15591996662647	0.0529940518480273	0.00990098837072616	0.0645573780674993
GO:0004519|[MF] endonuclease activity	0.732731591600994	0.153052607943249	0.11311081493694	0.00110498551881681	1.39136803238599e-18
GO:0004520|[MF] endodeoxyribonuclease activity	0.710707678366513	0.217554027604925	0.0664165538893829	0.00532174013917946	0
GO:0004521|[MF] endoribonuclease activity	0.802194272048051	0.0680169607149456	0.0702173459574125	0.00901801199784125	0.0505534092817496
GO:0004523|[MF] RNA-DNA hybrid ribonuclease activity	0.765216058969893	0.129329124206973	0.096759239996114	0.00869557682701911	0
GO:0004525|[MF] ribonuclease III activity	0.722938690207993	0.0316361640544338	0.02210917111964	0.0331068317926418	0.190209142825292
GO:0004526|[MF] ribonuclease P activity	0.771251337838388	0.1100732414915	0.00655165018313304	0.0699997984059675	0.0421239720810108
GO:0004527|[MF] exonuclease activity	0.589958148942861	0.136479323235999	0.0777308565389701	0.19583167128217	0
GO:0004534|[MF] 5-3 exoribonuclease activity	0.933085237328884	0.0304862852842745	0.00711853211416064	0.0293099452726812	0
GO:0004536|[MF] deoxyribonuclease activity	0.652285984418618	0.0377030423353869	0.166682596270702	0.143328376975293	0
