Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0004133|[MF] glycogen debranching enzyme activity	0.70261521445421	0.0556885215239749	0.00401725392558707	0.234321045219713	0.00335796487651434
GO:0004134|[MF] 4-alpha-glucanotransferase activity	0.925591259256816	0.0384538889353958	0.0293365621529075	0	0.00661828965488049
GO:0004135|[MF] amylo-alpha-1,6-glucosidase activity	0.860389686418035	0.130292920897805	0.00208364165768107	0	0.00723375102647893
GO:0004136|[MF] deoxyadenosine kinase activity	0.849964290385557	0.123505973643096	0.0246560221539658	0	0.00187371381738124
GO:0004138|[MF] deoxyguanosine kinase activity	0.842781695677598	0.118301337508515	0.0341138618599122	0	0.00480310495397454
GO:0004139|[MF] deoxyribose-phosphate aldolase activity	0.822938767643474	0.136438285284727	0.0239970178201392	0	0.0166259292516606
GO:0004140|[MF] dephospho-CoA kinase activity	0.789304823605066	0.15794426857901	0.0459397792662889	0	0.00681112854963513
GO:0004141|[MF] dethiobiotin synthase activity	0.882210904237362	0.0097844571342569	0.044562445039564	0	0.0634421935888173
GO:0004143|[MF] diacylglycerol kinase activity	0.91943068704046	0.00186571662902247	0.0519702897216079	0	0.0267333066089093
GO:0004145|[MF] diamine N-acetyltransferase activity	0.924814599854322	0.00475234033139845	0.0606348581136685	0	0.00979820170061107
GO:0004146|[MF] dihydrofolate reductase activity	0.898980424232106	0.0227373676405715	0.0462739787296815	0.0186524478020606	0.0133557815955803
GO:0004148|[MF] dihydrolipoyl dehydrogenase activity	0.804366074358555	0.0272327946262654	0.164834116407371	0	0.00356701460780844
GO:0004150|[MF] dihydroneopterin aldolase activity	0.796432139542663	0.0146233717763094	0.0216770098484814	0.068607323880822	0.0986601549517247
GO:0004151|[MF] dihydroorotase activity	0.786977419645356	0.142318702929828	0.0497948052568147	0	0.0209090721680015
GO:0004152|[MF] dihydroorotate dehydrogenase activity	0.945977526746883	0.00779841851307947	5.66923028988185e-06	0.0443889745195483	0.00182941099019914
GO:0004156|[MF] dihydropteroate synthase activity	0.795439300276111	0.00452309983453876	0.108233421224396	0	0.0918041786649543
GO:0004160|[MF] dihydroxy-acid dehydratase activity	0.90783827975706	5.05842112352228e-05	0.048773526650454	0.0357190905430306	0.00761851883822079
GO:0004163|[MF] diphosphomevalonate decarboxylase activity	0.856529332489702	0.142129937609694	0.00134029893398272	0	4.30966621864389e-07
GO:0004170|[MF] dUTP diphosphatase activity	0.938788552394696	0.00195190699714167	0.0109293154225952	0	0.0483302251855674
GO:0004176|[MF] ATP-dependent peptidase activity	0.782741386901587	0.164847054892834	0.0523004938905939	0	0.000111064314985564
GO:0004177|[MF] aminopeptidase activity	0.873678361201133	0.0917567566029705	0.0325854491769181	2.8145700658872e-15	0.00197943301897621
GO:0004180|[MF] carboxypeptidase activity	0.952153665374111	0.000542686013789086	0.00039897430473824	0	0.0469046743073613
GO:0004181|[MF] metallocarboxypeptidase activity	0.919718468377234	0.0668671088874786	0.0112144101668414	0	0.00220001256844603
GO:0004185|[MF] serine-type carboxypeptidase activity	0.97571939035881	0.000316598555817976	0.00535143881100432	0	0.0186125722743676
GO:0004190|[MF] aspartic-type endopeptidase activity	0.850808736450487	0.0878432619627522	0.0578554513606324	0	0.00349255022612811
GO:0004197|[MF] cysteine-type endopeptidase activity	0.859146590552032	0.135725428566034	0.00486420228081032	0	0.000263778601124193
GO:0004222|[MF] metalloendopeptidase activity	0.822894591339305	0.144427282516881	0.0280591522860619	0	0.00461897385775232
GO:0004252|[MF] serine-type endopeptidase activity	0.802781099668136	0.130961290917636	0.0593987705301906	0	0.00685883888403791
GO:0004298|[MF] threonine-type endopeptidase activity	0.934029556899678	0.00826805351624143	0.012919871944952	0	0.0447825176391288
GO:0004308|[MF] exo-alpha-sialidase activity	0.874734826466956	0.107981596404651	0.0167227368467173	0	0.000560840281674999
GO:0004311|[MF] farnesyltranstransferase activity	0.793292392659405	0.0103890953742896	0.0154597601414335	0.180602791463106	0.000255960361765737
GO:0004314|[MF] [acyl-carrier-protein] S-malonyltransferase activity	0.913271974000594	0.0418029069872569	0.0439331584168325	0	0.000991960595316385
GO:0004315|[MF] 3-oxoacyl-[acyl-carrier-protein] synthase activity	0.854725345142456	0.0411232748717508	0.103857610322816	0	0.000293769662976804
GO:0004316|[MF] 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	0.804646988468265	0.000691886094479602	0.191520599962192	0	0.00314052547506328
GO:0004318|[MF] enoyl-[acyl-carrier-protein] reductase (NADH) activity	0.959808757643909	0.00628299119071429	0.0255118474855147	0	0.00839640367986157
GO:0004322|[MF] ferroxidase activity	0.883797232089735	0.0435046591836785	0.0134194414787222	0.0383377500014163	0.020940917246448
GO:0004324|[MF] ferredoxin-NADP+ reductase activity	0.845249087336566	0.140447066949621	0.00908380467456016	0	0.00522004103925326
GO:0004325|[MF] ferrochelatase activity	0.922684051381482	0.0584505477056955	0.0059987575661596	0	0.0128666433466627
GO:0004326|[MF] tetrahydrofolylpolyglutamate synthase activity	0.789202410984944	0.110710580988426	0.0552872238062543	0	0.0447997842203757
GO:0004329|[MF] formate-tetrahydrofolate ligase activity	0.729763105770674	0.211077584515338	0.048248591266415	0	0.0109107184475726
GO:0004332|[MF] fructose-bisphosphate aldolase activity	0.815684664495216	0.0186074154934594	0.00139526096169857	0.122187670971406	0.0421249880782201
GO:0004333|[MF] fumarate hydratase activity	0.890848570741585	0.066481129417673	0.0212264619202979	0.00961781115890424	0.0118260267615403
GO:0004335|[MF] galactokinase activity	0.797083127791136	0.120387790572715	0.0496057643856499	0	0.0329233172504992
GO:0004337|[MF] geranyltranstransferase activity	0.897634934104632	0.09442690110941	0.00710860663038524	0	0.000829558155573339
GO:0004339|[MF] glucan 1,4-alpha-glucosidase activity	0.957616230598981	0.000821480244678445	0.0211850034765196	0	0.0203772856798204
GO:0004340|[MF] glucokinase activity	0.926211539614336	0.0316928671579861	0.0305898004384383	0.00436717205291166	0.00713862073632764
GO:0004342|[MF] glucosamine-6-phosphate deaminase activity	0.834516573280626	0.103762407052201	0.0461805436005249	0	0.0155404760666478
GO:0004345|[MF] glucose-6-phosphate dehydrogenase activity	0.943575822431125	0.0479965456116068	0.00669581277710748	0	0.00173181918016108
GO:0004347|[MF] glucose-6-phosphate isomerase activity	0.879824708096715	0.0818877034414759	0.0149711614962589	0	0.0233164269655501
GO:0004348|[MF] glucosylceramidase activity	0.68033328178975	0.0191078050133563	0.167084374173205	0.0978791772334026	0.0355953617902864
GO:0004349|[MF] glutamate 5-kinase activity	0.903774519251945	0.0339312598862626	0.0295917184486343	0.0265906430367545	0.00611185937640344
GO:0004350|[MF] glutamate-5-semialdehyde dehydrogenase activity	0.823445981559951	0.10335457858077	0.050480992787513	0	0.022718447071766
GO:0004351|[MF] glutamate decarboxylase activity	0.850321070451669	0.0601672508562958	0.0037256709670039	0.0810626780060227	0.00472332971900869
GO:0004352|[MF] glutamate dehydrogenase (NAD+) activity	0.909094834287978	0.00187115743441465	0.0151157002336476	0.041869785305439	0.0320485227385202
GO:0004353|[MF] glutamate dehydrogenase [NAD(P)+] activity	0.900738159892352	0.00311690872297119	0.0033625994410949	0	0.0927823319435821
GO:0004355|[MF] glutamate synthase (NADPH) activity	0.822721057339611	0.0304676276370709	0.135939608116584	0	0.0108717069067347
GO:0004356|[MF] glutamate-ammonia ligase activity	0.97010618426807	0.00721918539252136	0.00525016922435439	0.0164789831772657	0.000945477937788538
GO:0004357|[MF] glutamate-cysteine ligase activity	0.831632141055601	0.148984045289678	0.0067424408946393	0	0.0126413727600811
GO:0004358|[MF] glutamate N-acetyltransferase activity	0.882725233839854	0.0191707545510965	0.030501088252487	0.0599970207257938	0.00760590263076845
GO:0004359|[MF] glutaminase activity	0.923349762629625	0.0638073510453603	0.0126487558411472	0	0.000194130483867821
GO:0004360|[MF] glutamine-fructose-6-phosphate transaminase (isomerizing) activity	0.831246873773149	0.0261395334452325	0.0226476520439722	0.11909561596405	0.000870324773596281
GO:0004362|[MF] glutathione-disulfide reductase activity	0.846351753277373	0.129030504304515	0.0220967251844172	0	0.00252101723369478
GO:0004365|[MF] glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	0.962338356370512	0.0257394897080438	0.00427165687200834	1.51749540254025e-17	0.00765049704943615
GO:0004367|[MF] glycerol-3-phosphate dehydrogenase [NAD+] activity	0.795645848880725	0.163378180252608	0.0401818296069635	0	0.000794141259703544
GO:0004368|[MF] glycerol-3-phosphate dehydrogenase activity	0.908939393138552	0.0277445732199812	0.00014964104828603	0.00646788519476617	0.0566985073984149
GO:0004370|[MF] glycerol kinase activity	0.832091017992428	0.109169137321515	0.0381031703141207	0.00324386917128538	0.0173928052006508
GO:0004371|[MF] glycerone kinase activity	0.835777976863449	0.0393658567647233	0.0599604302248158	0	0.0648957361470117
GO:0004372|[MF] glycine hydroxymethyltransferase activity	0.686310313288579	0.233662356484056	0.069713860641171	0	0.0103134695861943
GO:0004373|[MF] glycogen (starch) synthase activity	0.804987224392648	0.0831669493658353	0.0194290177063261	0.0907991956060579	0.00161761292913257
GO:0004375|[MF] glycine dehydrogenase (decarboxylating) activity	0.948083176128457	0.0141080745635418	0.0376518888520596	0	0.000156860455941114
GO:0004385|[MF] guanylate kinase activity	0.864179257424838	0.0893569549340758	0.0341378888947318	0	0.0123258987463539
GO:0004386|[MF] helicase activity	0.846917344095824	0.12277677716216	0.0253743786903731	0	0.00493150005164331
GO:0004397|[MF] histidine ammonia-lyase activity	0.954146824309667	0.00281811646172771	0.0416700215504983	0	0.00136503767810705
GO:0004399|[MF] histidinol dehydrogenase activity	0.853621682589548	0.0122549236927446	0.0211899240834083	0.11186679429704	0.00106667533725897
GO:0004400|[MF] histidinol-phosphate transaminase activity	0.875860537242329	0.0136857711574445	0.0529072821062384	0.0492248161170421	0.00832159337694622
GO:0004401|[MF] histidinol-phosphatase activity	0.928437080331908	0.000296870076877777	0.0250175074963956	0	0.0462485420948192
GO:0004402|[MF] histone acetyltransferase activity	0.637732700333592	0.0776949312330468	0.00500084008858872	0.112381100415579	0.167190427929193
GO:0004412|[MF] homoserine dehydrogenase activity	0.920082123140974	0.0290045219546003	0.0461343352107643	0.00348060236779856	0.00129841732586284
GO:0004413|[MF] homoserine kinase activity	0.593998725576682	0.0658116057947813	0.0222987596077797	0.254525498145811	0.0633654108749461
GO:0004414|[MF] homoserine O-acetyltransferase activity	0.818045388641373	0.0317503852730808	0.0458798075606707	0	0.104324418524875
GO:0004416|[MF] hydroxyacylglutathione hydrolase activity	0.9667395008131	2.07947574197465e-05	0.0154742105444357	0	0.0177654938850444
GO:0004417|[MF] hydroxyethylthiazole kinase activity	0.761732604390265	0.0229223279757268	0.0499430341259152	0.120874739471859	0.0445272940362347
GO:0004418|[MF] hydroxymethylbilane synthase activity	0.884277816511616	0.00136456168063686	0.0560259940145465	0	0.0583316277932008
GO:0004419|[MF] hydroxymethylglutaryl-CoA lyase activity	0.917268509647685	0.0336457952021324	0.0034010241106684	0	0.045684671039514
GO:0004420|[MF] hydroxymethylglutaryl-CoA reductase (NADPH) activity	0.889833470659112	0.106867449018061	0.00114931545063757	0	0.00214976487218884
GO:0004421|[MF] hydroxymethylglutaryl-CoA synthase activity	0.881175274074551	0.116783185232368	0.00153054170901263	0	0.0005109989840688
GO:0004422|[MF] hypoxanthine phosphoribosyltransferase activity	0.772616619762778	0.224999315434802	0.00209844464150866	0	0.000285620160911776
GO:0004424|[MF] imidazoleglycerol-phosphate dehydratase activity	0.861800213078703	0.0324140579543494	0.0495852513670822	0.0504179947637545	0.00578248283611046
GO:0004425|[MF] indole-3-glycerol-phosphate synthase activity	0.915980144478361	0.0453158437929945	0.021656767896861	0	0.0170472438317837
GO:0004427|[MF] inorganic diphosphatase activity	0.793803605540335	0.136666350176793	0.056067130032074	0	0.0134629142507982
GO:0004450|[MF] isocitrate dehydrogenase (NADP+) activity	0.895940300181927	0.00275601046141508	0.0268730053263366	0.0423297638458402	0.0321009201844805
GO:0004452|[MF] isopentenyl-diphosphate delta-isomerase activity	0.903320522691469	0.093407518447109	0.00307636757819502	0	0.000195591283227388
GO:0004455|[MF] ketol-acid reductoisomerase activity	0.984767635980166	0.000155696013588279	0.00417268931865251	0	0.0109039786875935
GO:0004459|[MF] L-lactate dehydrogenase activity	0.711071901301838	0.197565605877872	0.072714361257924	0	0.018648131562366
GO:0004462|[MF] lactoylglutathione lyase activity	0.975920758539576	0.00600639718877493	0.0104677301808603	0	0.0076051140907882
GO:0004467|[MF] long-chain fatty acid-CoA ligase activity	0.91199176153167	0.0068924575319618	0.0756749917288144	0	0.00544078920755378
GO:0004471|[MF] malate dehydrogenase (decarboxylating) (NAD+) activity	0.77996759568583	0.00996192734614654	0.0154173448653804	0.194644176711305	8.95539133748095e-06
GO:0004475|[MF] mannose-1-phosphate guanylyltransferase activity	0.916640618627535	0.0309474618095005	0.0401278360343963	0	0.0122840835285685
GO:0004476|[MF] mannose-6-phosphate isomerase activity	0.79501219242696	0.0988243483892309	0.0146946932649377	0.0849477701750123	0.00652099574385909
GO:0004477|[MF] methenyltetrahydrofolate cyclohydrolase activity	0.793223931924844	0.150161951448324	0.0545526035148813	0	0.00206151311195136
GO:0004478|[MF] methionine adenosyltransferase activity	0.902819610580655	0.0643074048326115	0.0245669363803197	0	0.00830604820641352
GO:0004479|[MF] methionyl-tRNA formyltransferase activity	0.825099070485118	0.096937393320338	0.0635789339630303	0	0.0143846022315137
GO:0004488|[MF] methylenetetrahydrofolate dehydrogenase (NADP+) activity	0.803551868707672	0.142231402713805	0.0520374628732171	0	0.00217926570530544
GO:0004489|[MF] methylenetetrahydrofolate reductase (NAD(P)H) activity	0.903105127323078	0.0577127448441906	0.0361095886993561	0	0.00307253913337533
GO:0004491|[MF] methylmalonate-semialdehyde dehydrogenase (acylating) activity	0.760614429141275	0.0656643119188676	0.0807345260498588	0	0.0929867328899989
GO:0004492|[MF] methylmalonyl-CoA decarboxylase activity	0.944453818099092	0.00455194058860418	0.0425493879315999	0	0.00844485338070422
GO:0004494|[MF] methylmalonyl-CoA mutase activity	0.812420594330678	0.0883142745676667	0.0586880474879211	0.0391570768427067	0.00142000677102767
GO:0004496|[MF] mevalonate kinase activity	0.840982500089864	0.131467529724809	0.0253811408688118	0	0.00216882931651534
GO:0004497|[MF] monooxygenase activity	0.659854373012976	0.000331093911518594	0.166441077786475	0	0.17337345528903
GO:0004512|[MF] inositol-3-phosphate synthase activity	0.813401761531967	0.121363127281042	0.0110404264484516	0.0539560075502607	0.000238677188279259
GO:0004514|[MF] nicotinate-nucleotide diphosphorylase (carboxylating) activity	0.872039537294159	0.0791553866379612	0.0372001274341278	0	0.0116049486337517
GO:0004515|[MF] nicotinate-nucleotide adenylyltransferase activity	0.922115860261522	0.00905712971236591	0.0661216434757361	1.27752003862605e-19	0.00270536655037602
GO:0004516|[MF] nicotinate phosphoribosyltransferase activity	0.823318543102928	0.126606042120631	0.0297705967459429	0	0.0203048180304981
GO:0004518|[MF] nuclease activity	0.780458738401226	0.142964001484827	0.0610438770968772	0	0.0155333830170699
GO:0004519|[MF] endonuclease activity	0.835480164593899	0.0702182935943806	0.0655840496030925	0.00458370026951459	0.0241337919391132
GO:0004520|[MF] endodeoxyribonuclease activity	0.721661537360589	0.183634406742972	0.0335013427618413	0	0.0612027131345977
GO:0004521|[MF] endoribonuclease activity	0.783209997567326	0.0638347717299137	0.0331060712560451	0.118963569903114	0.000885589543601305
GO:0004523|[MF] RNA-DNA hybrid ribonuclease activity	0.812805841944912	0.173147711905801	0.0113486142359805	0	0.00269783191330688
GO:0004525|[MF] ribonuclease III activity	0.823666591303772	0.119107602964595	0.0482520014516723	0	0.0089738042799601
GO:0004526|[MF] ribonuclease P activity	0.768555020400642	0.174988660862806	0.0487425255513668	0	0.00771379318518577
GO:0004527|[MF] exonuclease activity	0.941707758408899	0.0434862579039189	0.00903594466029239	0	0.0057700390268899
