Residuals	timepoint	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
K00820|glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC.2.6.1.16]	0.677483039422675	0.309411212573761	0.0110960259242108	0.00200972207935337	0
K00821|acetylornithine|N-succinyldiaminopimelate aminotransferase [EC.2.6.1.11 2.6.1.17]	0.828293026313575	0.171182507588254	3.06820403019433e-05	0.000493783700770365	3.57098970908502e-10
K00826|branched-chain amino acid aminotransferase [EC.2.6.1.42]	0.729439901895254	0.249254637459689	0.0178335227089354	0.00347193793612189	1.37397937388222e-17
K00831|phosphoserine aminotransferase [EC.2.6.1.52]	0.801359887176564	0.149137041623239	0.0181179864314605	0.0223020403273471	0.00908304444138939
K00833|adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC.2.6.1.62]	0.470952689780275	0.528201207229731	0.000108718950092644	0.00073738403990097	0
K00845|glucokinase [EC.2.7.1.2]	0.991790126920399	0	2.68822785537937e-05	0.00818299080104726	0
K00848|rhamnulokinase [EC.2.7.1.5]	0.998055962037312	0	0.000110254246552476	0.00183378371613546	0
K00849|galactokinase [EC.2.7.1.6]	0.605639139576342	0.366977111244136	0.0267411276347653	0.000642621544756553	0
K00850|6-phosphofructokinase 1 [EC.2.7.1.11]	0.859002673193769	0.114406494990477	0.0228065385439146	0.00378429304416896	2.27670933397541e-10
K00852|ribokinase [EC.2.7.1.15]	0.927043297078006	0.0654477000378395	0.000762963705071153	0.00674603916996895	9.11413713359132e-12
K00853|L-ribulokinase [EC.2.7.1.16]	0.997973148126717	0	0.000372840818930697	0.00165401105435235	0
K00854|xylulokinase [EC.2.7.1.17]	0.467652484793831	0.514843033853154	0.00369549374477443	0.0046210634624303	0.00918792414581043
K00857|thymidine kinase [EC.2.7.1.21]	0.623893402393984	0.355829487638622	0.0201896384242876	8.74715431063216e-05	0
K00858|NAD+ kinase [EC.2.7.1.23]	0.58962036232866	0.376592603869828	0.0337558287930872	3.12050084248172e-05	0
K00859|dephospho-CoA kinase [EC.2.7.1.24]	0.748931841744392	0.198818646860781	0.0519368840843016	0.000312627242524193	6.80016969164355e-11
K00860|adenylylsulfate kinase [EC.2.7.1.25]	0.553777567702237	0.44199387990677	0.00292660155091661	0.00130195084000763	6.88371995894189e-14
K00864|glycerol kinase [EC.2.7.1.30]	0.584964720600425	0.414611130407404	7.15110744269041e-05	0.000352637917715654	2.94092471945138e-14
K00865|glycerate 2-kinase [EC.2.7.1.165]	0.687700026213058	0.282253101800407	0.0298553442324132	0.000191527753165497	9.56386783445165e-13
K00867|type I pantothenate kinase [EC.2.7.1.33]	0.543121769042096	0.434401808754018	0.0217023459961828	0.000774076207702706	0
K00868|pyridoxine kinase [EC.2.7.1.35]	0.726689729698295	0.247175922291424	0.0259901989127546	0.000144149097527413	5.80422142889594e-17
K00869|mevalonate kinase [EC.2.7.1.36]	0.69416921428645	0.267886159113767	0.0377655492064697	0.00017907739298706	3.253350971387e-13
K00872|homoserine kinase [EC.2.7.1.39]	0.489260672937598	0.48223852741503	0.0257978918960922	0.00270290775075119	5.29516778673948e-13
K00873|pyruvate kinase [EC.2.7.1.40]	0.875521085390578	0.123255280083671	0.000297595788755422	0.000926038734410748	2.58513705140014e-12
K00874|2-dehydro-3-deoxygluconokinase [EC.2.7.1.45]	0.855057106282474	0.142049807104968	0.00171342400392863	0.0011796624321205	1.76509156524547e-10
K00876|uridine kinase [EC.2.7.1.48]	0.572943678399432	0.408075794094905	0.0182149671481762	0.00076556035743033	5.64586799057797e-14
K00878|hydroxyethylthiazole kinase [EC.2.7.1.50]	0.37135219734305	0.609756553587969	0.0188645063379854	2.67427309949403e-05	0
K00882|1-phosphofructokinase [EC.2.7.1.56]	0.687082860452258	0.280198943694607	0.0326943561119289	2.38397412059648e-05	0
K00891|shikimate kinase [EC.2.7.1.71]	0.820968368566499	0.171755747110443	0.00727256257640209	3.32174665588257e-06	0
K00895|pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC.2.7.1.90]	0.708474753736055	0.237732743567588	0.00393140518112827	0.0104795839479742	0.0393815135672549
K00897|aminoglycoside 3-phosphotransferase	0.712554583499177	0.253191009180368	0.0339978293469515	0.000256577972673726	8.30056197923342e-13
K00901|diacylglycerol kinase (ATP) [EC.2.7.1.107]	0.935456336541636	0.0600196643772685	5.1376528107326e-05	0.00447262255293046	5.72655212899335e-14
K00912|tetraacyldisaccharide 4-kinase [EC.2.7.1.130]	0.76122419416008	0.211382052264953	0.0257285434116736	0.00166521016329258	0
K00919|4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC.2.7.1.148]	0.59524704367103	0.392553559630476	0.011514250852862	0.000685145845632107	0
K00925|acetate kinase [EC.2.7.2.1]	0.767715353213138	0.226446290666313	0.00521889345403087	0.000619462666518497	0
K00926|carbamate kinase [EC.2.7.2.2]	0.930180163936396	0	0.0691197359809039	0.000700100082700398	0
K00927|phosphoglycerate kinase [EC.2.7.2.3]	0.602228656662642	0.369510758157705	0.0282601352007163	4.49978936288079e-07	0
K00928|aspartate kinase [EC.2.7.2.4]	0.858616324430172	0.131349422379253	0.00985862316154654	0.00017563002897619	5.22807648407899e-14
K00929|butyrate kinase [EC.2.7.2.7]	0.996117159686374	0	0.000731421622724618	0.00315141869090166	0
K00930|acetylglutamate kinase [EC.2.7.2.8]	0.523903057836287	0.451669092290395	0.000153209937605209	3.98442439246486e-06	0.0242706555113202
K00931|glutamate 5-kinase [EC.2.7.2.11]	0.544497183829816	0.437630726564332	0.0155517025955985	0.00232038701025338	0
K00939|adenylate kinase [EC.2.7.4.3]	0.524821729858716	0.447775573762125	0.0273274351565643	7.52612225946676e-05	0
K00940|nucleoside-diphosphate kinase [EC.2.7.4.6]	0.660392381601368	0.330441614555166	0.00913574796659936	3.02558768657581e-05	0
K00941|hydroxymethylpyrimidine|phosphomethylpyrimidine kinase [EC.2.7.1.49 2.7.4.7]	0.365627156665515	0.624623247310405	0.00961457027863136	0.000135025745448387	0
K00942|guanylate kinase [EC.2.7.4.8]	0.698979156953032	0.255092135366594	0.0458534510524742	7.52564243117642e-05	2.03587835262611e-10
K00943|dTMP kinase [EC.2.7.4.9]	0.59399410650128	0.380218540641898	0.0257548137938157	3.25390630062348e-05	0
K00945|cytidylate kinase [EC.2.7.4.14]	0.602612340816981	0.391073317872377	0.00527369514699612	0.00104064616364616	0
K00946|thiamine-monophosphate kinase [EC.2.7.4.16]	0.872107180867956	0.125989944475951	0.000479383570617497	0.0014234910817363	3.73990969877052e-12
K00948|ribose-phosphate pyrophosphokinase [EC.2.7.6.1]	0.527922228353466	0.457685958109483	0.0117760092520565	0.00261580428499473	5.6917155962984e-21
K00949|thiamine pyrophosphokinase [EC.2.7.6.2]	0.652693046581772	0.313571338433673	0.0335696236847468	0.000165991299808308	0
K00951|GTP pyrophosphokinase [EC.2.7.6.5]	0.98734402897029	0	0.0126465573460758	9.41368363363467e-06	0
K00954|pantetheine-phosphate adenylyltransferase [EC.2.7.7.3]	0.610939156289782	0.362449176384481	0.0262252163874336	0.000386450938302787	0
K00956|sulfate adenylyltransferase subunit 1 [EC.2.7.7.4]	0.844204877375415	0.109778683580619	0.0198333406224499	0.0261830984215165	0
K00957|sulfate adenylyltransferase subunit 2 [EC.2.7.7.4]	0.73283516054838	0.197419578199647	0.00824923480296373	0.019082469075988	0.0424135573730214
K00958|sulfate adenylyltransferase [EC.2.7.7.4]	0.980368458123494	0	0.00917684627180008	0.00185344226209512	0.00860125334261031
K00962|polyribonucleotide nucleotidyltransferase [EC.2.7.7.8]	0.870755815505432	0.128166779689414	0.000556267982319102	0.000521136822834107	0
K00963|UTP--glucose-1-phosphate uridylyltransferase [EC.2.7.7.9]	0.908380787353332	0.0804217746626143	3.9726932142219e-05	0.0111577110519117	4.15539032032311e-18
K00965|UDPglucose--hexose-1-phosphate uridylyltransferase [EC.2.7.7.12]	0.576294946937371	0.390168667176464	0.0334510386287558	8.5347257408597e-05	0
K00969|nicotinate-nucleotide adenylyltransferase [EC.2.7.7.18]	0.715352974353999	0.272831703240994	0.00922803261346079	0.00258728979154548	0
K00970|poly(A) polymerase [EC.2.7.7.19]	0.511121996942899	0.472968805336899	0.0123947612874244	0.00351443637290191	5.9875979538822e-11
K00971|mannose-1-phosphate guanylyltransferase [EC.2.7.7.13]	0.973377794254805	0.0189396685438558	0.00746962037465894	0.000212916826679884	0
K00973|glucose-1-phosphate thymidylyltransferase [EC.2.7.7.24]	0.559621123144182	0.426594481944327	0.01349239082601	0.000292004083660544	1.81999794754876e-12
K00974|tRNA nucleotidyltransferase (CCA-adding enzyme) [EC.2.7.7.72 3.1.3.- 3.1.4.-]	0.506129962107465	0.486440943318929	0.00674914320537184	0.000679951368232635	1.48972383012958e-15
K00975|glucose-1-phosphate adenylyltransferase [EC.2.7.7.27]	0.738224539656241	0.245609342841263	0.00657051020367999	0.00959560729881591	0
K00978|glucose-1-phosphate cytidylyltransferase [EC.2.7.7.33]	0.853727000515608	0.0621333441916909	0.000569209711485506	0.0835704455579382	2.32774914429895e-11
K00979|3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC.2.7.7.38]	0.773131328270595	0.219423774094812	0.0068119900296394	0.000632906404123387	1.20082985688565e-09
K00981|phosphatidate cytidylyltransferase [EC.2.7.7.41]	0.61682941257788	0.378237165403714	0.0048466981915271	8.67238268773361e-05	2.11251767032422e-15
K00983|N-acylneuraminate cytidylyltransferase [EC.2.7.7.43]	0.554472560409322	0.434190176041459	0.0113023621810693	3.49013681492372e-05	2.15613947135211e-16
K00986|RNA-directed DNA polymerase	0.922317461956493	0.0252644605155813	0.0522648696800032	0.000153207847922763	0
K00991|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC.2.7.7.60]	0.911860749729281	0.0811945268924328	6.58612356038339e-05	0.00687886199679129	1.45891342684532e-10
K00995|CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC.2.7.8.5]	0.836615642614176	0.122958239769634	0.0121632314857719	0.0282628861304181	0
K00997|holo-[acyl-carrier protein] synthase [EC.2.7.8.7]	0.583937996662296	0.380515035084565	0.0352077359524893	0.000339232300649507	0
K01000|phospho-N-acetylmuramoyl-pentapeptide-transferase [EC.2.7.8.13]	0.743229916350248	0.234156528779686	0.0224380897924491	0.000175465077616727	0
K01006|pyruvate, orthophosphate dikinase [EC.2.7.9.1]	0.928538550988652	0.0688373790850613	0.00240728947169878	0.000216780454588447	1.00742080755317e-17
K01007|pyruvate, water dikinase [EC.2.7.9.2]	0.982947571583332	1.18425058313031e-13	0.00040801951497147	0.00207056682605799	0.0145738420755197
K01008|selenide, water dikinase [EC.2.7.9.3]	0.611161287150625	0.375919171033969	0.0126026522998247	0.000316889484052266	3.15291966822877e-11
K01012|biotin synthase [EC.2.8.1.6]	0.53816436970274	0.451027251448501	0.0107545940972787	5.3784751481183e-05	0
K01034|acetate CoA|acetoacetate CoA-transferase alpha subunit [EC.2.8.3.8 2.8.3.9]	0.957308121993458	0.0323786468651952	0.0102389247367639	7.43064045830009e-05	0
K01039|glutaconate CoA-transferase, subunit A [EC.2.8.3.12]	0.930025049295077	0	0.0463891030018059	0.0235858477031169	0
K01040|glutaconate CoA-transferase, subunit B [EC.2.8.3.12]	0.858278841590813	0	0.0208284217688867	0.120892736640301	0
K01042|L-seryl-tRNA(Ser) seleniumtransferase [EC.2.9.1.1]	0.649251411441547	0.33936153553598	0.0104494461412983	0.000937606881174557	0
K01056|peptidyl-tRNA hydrolase, PTH1 family	0.824056673629128	0.150380290411662	0.0211383188882694	0.00442471707092688	1.37471154760647e-14
K01058|phospholipase A1 [EC.3.1.1.32 3.1.1.4]	0.513772457708849	0.471147711908619	0.0150126429296193	6.71874529119277e-05	0
K01077|alkaline phosphatase [EC.3.1.3.1]	0.971898205373954	0	0.0196517306144796	0.00845006401156605	0
K01082|3(2), 5-bisphosphate nucleotidase [EC.3.1.3.7]	0.975455017997999	0.0214662102071073	0.00165395771610284	0.00142481407362327	5.16777452914376e-12
K01090|protein phosphatase	0.931551673615305	0.0622602581991795	0.000279997261842485	0.00590807092367289	0
K01091|phosphoglycolate phosphatase [EC.3.1.3.18]	0.985557336425406	0.0124467457542015	1.99488318720587e-05	0.00197596898762851	8.91464438346413e-13
K01092|myo-inositol-1(or 4)-monophosphatase [EC.3.1.3.25]	0.627272974657395	0.363975514219958	0.00651330477119561	0.00223820635139569	5.50739685215562e-14
K01095|phosphatidylglycerophosphatase A [EC.3.1.3.27]	0.493334813142075	0.500913268809538	0.00521023569727082	0.000541682351116916	0
K01104|protein-tyrosine phosphatase	0.482448135146212	0.51009172239328	0.00736420549719292	9.59369633152482e-05	0
K01114|phospholipase C [EC.3.1.4.3]	0.884910001661232	0.0963173215633634	9.05981259730606e-05	0.0095298736260808	0.00915220502335118
K01119|2,3-cyclic-nucleotide 2-phosphodiesterase | 3-nucleotidase [EC.3.1.4.16 3.1.3.6]	0.926826995183451	0.0555602394912294	0.00110821552328284	0.0165045498011009	9.35537087643133e-13
K01126|glycerophosphoryl diester phosphodiesterase [EC.3.1.4.46]	0.693045438001884	0.269456928665702	0.0373801349208985	0.000117498411510754	4.69582091351551e-15
K01129|dGTPase [EC.3.1.5.1]	0.875010577905819	0.0471892119877159	0.0766513160539026	0.00114889397107057	8.14914551930575e-11
K01142|exodeoxyribonuclease III [EC.3.1.11.2]	0.487125076947414	0.490766732494581	0.0208530210786397	0.00125516947935701	8.38334788304245e-15
K01151|deoxyribonuclease IV [EC.3.1.21.2]	0.98084825827543	0	0.0120747473181903	0.00707699440637982	0
K01153|type I restriction enzyme, R subunit	0.794291887938601	0.194042619050282	0.000111356380998766	0.0115541366301055	1.24702478097751e-14
K01154|type I restriction enzyme, S subunit	0.732919108854032	0.266621025941945	0.000422784702701264	3.70805013196093e-05	2.21672333356934e-15
K01155|type II restriction enzyme	0.898357334759208	0.0857046231272204	9.10814813153516e-07	0.000922387822541104	0.0150147434762174
K01156|type III restriction enzyme	0.692983567182332	0.212809404125739	0.00873995284958083	0.0362912544195354	0.049175821422813
K01159|crossover junction endodeoxyribonuclease RuvC [EC.3.1.22.4]	0.715714765904229	0.281788049194089	3.74117792771276e-06	0.00249344368149574	4.22583980926867e-11
K01163|hypothetical protein	0.565079824863932	0.428354558756128	0.00332686453076979	0.00323875184916997	0
K01174|micrococcal nuclease	0.925903826442507	0.0691482562184814	0.000204920151880424	0.00474299718713147	0
K01182|oligo-1,6-glucosidase [EC.3.2.1.10]	0.739335186553973	0.215689092329185	0.0394660332172929	0.00550968789841718	1.13163812678075e-12
K01187|alpha-glucosidase [EC.3.2.1.20]	0.609832516486591	0.362341495441118	0.0277678783844673	5.81096878237255e-05	0
K01191|alpha-mannosidase [EC.3.2.1.24]	0.911383010476566	0.0807547983371871	9.81853317921654e-06	0.00785237265306808	0
K01193|beta-fructofuranosidase [EC.3.2.1.26]	0.929086074874775	0.0470915127529489	0.022135151215735	0.00168726115654143	0
K01205|alpha-N-acetylglucosaminidase [EC.3.2.1.50]	0.990717995150547	0	0.00135714551728751	0.00792485933216505	0
K01206|alpha-L-fucosidase [EC.3.2.1.51]	0.811169197330773	0.169735434546318	0.0140537705668652	0.00504159755582932	2.13998060077005e-13
K01207|beta-N-acetylhexosaminidase [EC.3.2.1.52]	0.917309924421127	0.0768316355530307	0.00030613852708096	0.00555230149859449	1.66726932866239e-13
K01220|6-phospho-beta-galactosidase [EC.3.2.1.85]	0.713484398742383	0.240875340733909	0.0455227737644928	0.000117486759215593	0
K01222|6-phospho-beta-glucosidase [EC.3.2.1.86]	0.920059347611086	0.0735286776950841	0.000199720577038049	0.00621225411576562	1.02590127638143e-12
K01223|6-phospho-beta-glucosidase [EC.3.2.1.86]	0.649234340775096	0.32229841489637	0.0284556583577293	1.15859708045788e-05	0
K01241|AMP nucleosidase [EC.3.2.2.4]	0.882727959508006	0.0174718626635262	0.0974112821435354	0.00238889564944352	3.54889197678862e-11
K01243|adenosylhomocysteine nucleosidase [EC.3.2.2.9]	0.559510567803105	0.420723432931632	0.0197186933515291	4.73059136048633e-05	1.29070246673706e-13
K01251|adenosylhomocysteinase [EC.3.3.1.1]	0.674681768373161	0.307175216850561	0.0145765760427102	6.01106722623277e-07	0.0035658376268456
K01255|leucyl aminopeptidase [EC.3.4.11.1]	0.645932447599782	0.337154841956855	0.0163709394932348	0.000541770950124991	3.6306579396653e-15
K01258|tripeptide aminopeptidase	0.796493381938473	0.193807799431328	0.00962668386162364	7.21347685754615e-05	0
K01262|X-Pro aminopeptidase	0.817007299520866	0.18101803024797	0.000968304315130981	0.00100636591482408	1.20886666999735e-12
K01265|methionyl aminopeptidase	0.666828413336171	0.325974035709895	0.00376823185879944	0.00342931909286044	2.27360368638327e-12
K01267|aspartyl aminopeptidase	0.630741519978522	0.297381910073242	0.00774616359548936	0.00427187562323706	0.0598585307295094
K01270|dipeptidase D [EC.3.4.13.-]	0.815688935633915	0.181239294428664	0.000714570246611063	0.00235719969080954	0
K01277|dipeptidyl-peptidase III	0.854256362471207	0.128015548156528	1.64175398279186e-05	0.00142196332124905	0.0162897085111877
K01278|dipeptidyl-peptidase 4 [EC.3.4.14.5]	0.897203651509586	0.033387797079772	0.0665865208526437	0.00282203055798944	9.18173661815877e-15
K01284|peptidyl-dipeptidase Dcp	0.986812723359993	0	0.00215596188387285	0.0110313147561342	0
K01286|D-alanyl-D-alanine carboxypeptidase	0.913137007484085	0.0801692176385767	0.000137051441063235	0.00655672343627526	0
K01297|muramoyltetrapeptide carboxypeptidase	0.952080754939042	0.0382600250827311	0.000871661094644539	0.0087875588835826	0
K01305|beta-aspartyl-peptidase	0.931867987253864	0.0638970080371802	9.33837860158371e-05	0.00414162083668649	8.62538917506527e-11
K01322|prolyl oligopeptidase [EC.3.4.21.26]	0.998051146776567	0	0.000695987472652839	0.00125286575077985	0
K01338|ATP-dependent Lon protease [EC.3.4.21.53]	0.698165512523899	0.30020120969426	0.00140579777821388	0.000227480003580787	4.60049582834639e-14
K01356|repressor LexA	0.506560167541876	0.470138538699999	0.0229464760103057	0.000354817747819034	0
K01358|ATP-dependent Clp protease, protease subunit [EC.3.4.21.92]	0.576398996849854	0.381610605352521	0.0356360988462787	0.00114244281449079	0.00521185613685554
K01361|lactocepin	0.694489782136438	0.26445592446422	0.0408622109487237	0.000192082449776912	8.40963687187667e-13
K01372|bleomycin hydrolase	0.869834290662818	0.129983102047979	0.000175412622212805	7.19466648926302e-06	5.01430990275017e-13
K01409|O-sialoglycoprotein endopeptidase	0.706305330642183	0.284262679912069	0.00496615955216867	0.00446582989357893	0
K01419|ATP-dependent HslUV protease, peptidase subunit HslV	0.547449660862077	0.447297325805776	0.00500804669070743	0.000244966641299694	1.3961026501053e-13
K01424|L-asparaginase [EC.3.5.1.1]	0.654641803625901	0.336685538603037	0.00866677403163801	5.88373942387716e-06	0
